index	raw_category	category	count	nyuId	nyu40id	eigen13id	eigen13fixedid	nyuClass	nyu40class	eigen13class	eigen13fixedclass	ModelNet40	ModelNet10	ShapeNetCore55	synsetoffset	wnsynsetid	wnsynsetkey	mpcat40index	mpcat40	occ_id	occ_class	objnav_occ	objnav_occ_id
1506	object/other room	object /otherroom	1		40	7	7		otherprop	Objects	Objects					n00002684	object.n.01	39	objects	2	occupied	occupied	2
1507	dinnerware	dinnerware	1		40	7	7		otherprop	Objects	Objects					n03202622	dinnerware.n.01	39	objects	2	occupied	occupied	2
1508	storage shelves	shelving	1	42	15	6	6	shelves	shelves	Furniture	Furniture					n04190052	shelf.n.01	31	shelving	2	occupied	occupied	2
1509	tanning bed	tanning bed	1	157	4	1	1	bed	bed	Bed	Bed	bed	bed	bed	2818832	n02818832	bed.n.01	11	bed	2	occupied	bed	4
1510	grid door	door	1	28	8	12	12	door	door	Wall	Wall	door				n03221720	door.n.01	4	door	2	occupied	occupied	2
1511	background chair	chair	1	5	5	4	4	chair	chair	Chair	Chair	chair	chair	chair	3001627	n03001627	chair.n.01	3	chair	2	occupied	chair	3
1512	boarder	boarder	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1513	closte	closet	1		40	7	7		otherprop	Objects	Objects					n03148324	cupboard.n.01	7	cabinet	2	occupied	occupied	2
1514	doorframe / upstairs room	doorframe /otherroom	1	615	38	7	7	door frame	otherstructure	Objects	Objects					n03222722	doorframe.n.01	4	door	2	occupied	occupied	2
1515	rolling cart	rolling cart	1	305	40	7	7	cart	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1516	box of tissue	box of tissue	1	648	40	7	7	tissue	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1517	door nob	door knob	1	27	40	7	7	door knob	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1518	floor \other room	floor /otherroom	1	11	2	5	5	floor	floor	Floor	Floor					n03365592	floor.n.01	2	floor	1	unoccupied	unoccupied	1
1519	table w/ clutter	table	1	19	7	10	10	table	table	Table	Table	table	table	table	4379243	n04379243	table.n.02	5	table	2	occupied	occupied	2
1520	table vase soil	table vase soil	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1521	light box	light box	1	26	29	7	7	box	box	Objects	Objects							40	misc	2	occupied	occupied	2
1522	wines	wine	1	766	40	7	7	wine	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1523	sliding glass door	sliding glass door	1	28	8	12	12	door	door	Wall	Wall	door						40	misc	2	occupied	occupied	2
1524	toilet handle	toilet handle	1	758	40	7	7	handle	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1525	bath deco	bath deco	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1526	shower hose/head	shower hose/head	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1527	shower case	shower case	1	851	40	7	7	case	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1528	mortar	mortar	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1529	watering can	watering can	1	329	40	7	7	can	otherprop	Objects	Objects			can	2946921	n02946921	can.n.01	39	objects	2	occupied	occupied	2
1530	scarf	scarf	1	240	40	7	7	scarf	otherprop	Objects	Objects					n04143897	scarf.n.01	38	clothes	2	occupied	occupied	2
1531	softer	softer	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1532	soap dish cubby	soap dish cubby	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1533	paintintg	picture	1	64	11	8	8	picture	picture	Picture	Picture					n03931044	picture.n.01	6	picture	2	occupied	occupied	2
1534	cleaning clutter	cleaning clutter	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1535	fireplace tool set	fireplace tool set	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1536	table stand	table stand	1	50	39	6	6	stand	otherfurniture	Furniture	Furniture							40	misc	2	occupied	occupied	2
1537	shower valve	shower valve	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1538	long sofa	couch	1	83	6	9	9	sofa	sofa	Sofa	Sofa	sofa	sofa	sofa	4256520	n04256520	sofa.n.01	10	sofa	2	occupied	sofa	8
1539	wall soap shelf	wall soap shelf	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1540	ceiling inset for fan	ceiling inset for fan	1	74	40	7	7	fan	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1541	beanbag chair	beanbag chair	1	5	5	4	4	chair	chair	Chair	Chair	chair	chair	chair	3001627	n03001627	chair.n.01	3	chair	2	occupied	chair	3
1542	door bottom rail	door bottom rail	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1543	sowing machine	sowing machine	1	220	40	7	7	machine	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1544	couch chair	sofa chair	1	5	5	4	4	chair	chair	Chair	Chair	chair	chair	chair	3001627	n03001627	chair.n.01	3	chair	2	occupied	chair	3
1545	tabletop trinket	tabletop trinket	1	844	40	7	7	trinket	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1546	ceilling	ceiling	3	4	22	3	3	ceiling	ceiling	Ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	1	unoccupied	unoccupied	1
1547	flowerstand	flower stand	1	50	39	6	6	stand	otherfurniture	Furniture	Furniture							40	misc	2	occupied	occupied	2
1548	wall stand	wall stand	1	295	38	7	7	wall stand	otherstructure	Objects	Objects							40	misc	2	occupied	occupied	2
1549	shower cabin	shower cabin	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1550	shower-bath cabinet	shower-bath cabinet	1	3	3	6	6	cabinet	cabinet	Furniture	Furniture			cabinet	2933112	n02933112	cabinet.n.01	7	cabinet	2	occupied	occupied	2
1551	teddy bear	stuffed animal	1	177	40	7	7	stuffed animal	otherprop	Objects	Objects					n04399382	teddy.n.01	39	objects	2	occupied	occupied	2
1552	foor lamp	floor lamp	1	144	35	7	7	lamp	lamp	Objects	Objects	lamp		lamp	3636649	n03367059	floor_lamp.n.01	28	lighting	2	occupied	occupied	2
1553	water fountain	water fountain	1	339	38	7	7	water fountain	otherstructure	Objects	Objects					n03241335	drinking_fountain.n.01	40	misc	2	occupied	occupied	2
1554	elephant sculpture	elephant sculpture	1	294	40	7	7	sculpture	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1555	grate	grate	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1556	chicken	chicken	1		40	7	7		otherprop	Objects	Objects					n01791625	chicken.n.02	39	objects	2	occupied	occupied	2
1557	bathroom fan	bathroom fan	1	74	40	7	7	fan	otherprop	Objects	Objects					n03320046	fan.n.01	39	objects	2	occupied	occupied	2
1558	roomba	roomba	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1559	planter	pot	1	16	40	7	7	pot	otherprop	Objects	Objects					n03991062	pot.n.04	39	objects	2	occupied	occupied	2
1560	controls	control	1		40	7	7		otherprop	Objects	Objects					n03096960	control.n.09	39	objects	2	occupied	occupied	2
1561	nightstand / other room	nightstand /otherroom	1	158	32	6	6	night stand	night stand	Furniture	Furniture	night_stand	night_stand			n03015254	chest_of_drawers.n.01	13	chest_of_drawers	2	occupied	occupied	2
1562	worktop	worktop	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1563	steps wall	steps wall	1	21	1	12	12	wall	wall	Wall	Wall							40	misc	2	occupied	occupied	2
1564	door fireplace wall	door	1	28	8	12	12	door	door	Wall	Wall	door				n03221720	door.n.01	4	door	2	occupied	occupied	2
1565	floor / upstairs room	floor /otherroom	1	11	2	5	5	floor	floor	Floor	Floor					n03365592	floor.n.01	2	floor	1	unoccupied	unoccupied	1
1566	oven and stove	oven and stove	1	242	38	7	7	stove	otherstructure	Objects	Objects			stove	4330267			40	misc	2	occupied	occupied	2
1567	chest drawer	chest drawer	1	174	39	6	6	drawer	otherfurniture	Furniture	Furniture							40	misc	2	occupied	occupied	2
1568	door outside	door /outside	1	28	8	12	12	door	door	Wall	Wall	door				n03221720	door.n.01	4	door	2	occupied	occupied	2
1569	fireplace \other room	fireplace /otherroom	1	372	38	7	7	fireplace	otherstructure	Objects	Objects					n03346455	fireplace.n.01	27	fireplace	2	occupied	occupied	2
1570	hammock	hammock	1	157	4	1	1	bed	bed	Bed	Bed	bed	bed	bed	2818832	n03482252	hammock.n.02	11	bed	2	occupied	bed	4
1571	dartboard	dartboard	1	408	38	7	7	board	otherstructure	Objects	Objects					n03162940	dartboard.n.01	39	objects	2	occupied	occupied	2
1572	fireplace brush	fireplace brush	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1573	drum	drum	1	145	40	7	7	drum	otherprop	Objects	Objects					n03249569	drum.n.01	39	objects	2	occupied	occupied	2
1574	rotunda ceiling	ceiling	1	4	22	3	3	ceiling	ceiling	Ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	1	unoccupied	unoccupied	1
1575	ceiling light fixture connection	ceiling light fixture connection	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1576	stair fencing	banister	1	453	38	7	7	banister	otherstructure	Objects	Objects					n02788148	bannister.n.02	30	railing	2	occupied	occupied	2
1577	piano stool	piano stool	1	150	40	7	7	stool	otherprop	Objects	Objects	stool				n03801880	music_stool.n.01	19	stool	2	occupied	occupied	2
1578	swing door	swing door	1	28	8	12	12	door	door	Wall	Wall	door				n04371979	swing_door.n.01	4	door	2	occupied	occupied	2
1579	bathtub utencils	bathtub utensil	1	267	40	7	7	utensil	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1580	access area	access area	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1581	exercise mat roll	exercise mat roll	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1582	ceiling  duct	ceiling duct	1	4	22	3	3	ceiling	ceiling	Ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	1	unoccupied	unoccupied	1
1583	motorbike	motorbike	1		40	7	7		otherprop	Objects	Objects			motorcycle	3790512	n03769722	minibike.n.01	39	objects	2	occupied	occupied	2
1584	floor elevator	floor elevator	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1585	kitchen countertop items	kitchen countertop items	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1586	entertainment set	entertainment set	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1587	shower curtain bar	shower curtain bar	1	51	38	7	7	bar	otherstructure	Objects	Objects							40	misc	2	occupied	occupied	2
1588	bedroom entry walls	wall	1	21	1	12	12	wall	wall	Wall	Wall					n04546855	wall.n.01	1	wall	2	occupied	occupied	2
1589	oven vent	oven vent	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1590	shower floor /otherroom	shower floor /otherroom	1	11	2	5	5	floor	floor	Floor	Floor					n04208936	shower.n.01	23	shower	1	unoccupied	occupied	2
1591	washing bowl	sink	1	24	34	7	7	sink	sink	Objects	Objects	sink				n04223580	sink.n.01	15	sink	2	occupied	occupied	2
1592	desert plate	desert plate	1	233	40	7	7	plate	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1593	fuse panel	fuse panel	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1594	barbers chair	barbers chair	1	5	5	4	4	chair	chair	Chair	Chair	chair	chair	chair	3001627	n03001627	chair.n.01	3	chair	2	occupied	chair	3
1595	diploma	diploma	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1596	wall behind stove	wall	1	21	1	12	12	wall	wall	Wall	Wall					n04546855	wall.n.01	1	wall	2	occupied	occupied	2
1597	window6	window	1	59	9	13	13	window	window	Window	Window					n04587648	window.n.01	9	window	2	occupied	occupied	2
1598	ceiling /otherroom	ceiling /otherroom	1	4	22	3	3	ceiling	ceiling	Ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	1	unoccupied	unoccupied	1
1599	ventilation hood	ventilation hood	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1600	dirt ground	dirt ground	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1601	awning	awning	1		40	7	7		otherprop	Objects	Objects					n02763901	awning.n.01	39	objects	2	occupied	occupied	2
1602	stiarcase step	step	1		38	7	7		otherstructure	Objects	Objects					n04314914	step.n.04	16	stairs	2	occupied	occupied	2
1603	rack of weights	rack of weights	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1604	shower tub	shower tub	1	675	40	7	7	shower tube	otherprop	Objects	Objects	bathtub	bathtub	tub	2808440	n02808440	bathtub.n.01	25	bathtub	2	occupied	occupied	2
1605	washing powder	washing powder	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1606	toilet cleaner	toilet cleaner	1	548	40	7	7	cleaner	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1607	soap displensor shelf in shower	soap dispenser shelf in shower	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1608	window or door	window/door	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1609	storage boxes	storage box	1	26	29	7	7	box	box	Objects	Objects							40	misc	2	occupied	occupied	2
1610	closet storage area	closet storage area	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1611	stationary bike	exercise bike	1	457	39	6	6	excercise equipment	otherfurniture	Furniture	Furniture					n03302671	exercise_bike.n.01	33	gym_equipment	2	occupied	occupied	2
1612	bedding	bedding	1		40	7	7		otherprop	Objects	Objects					n02820210	bedclothes.n.01	39	objects	2	occupied	occupied	2
1613	stair handrail	banister	1	453	38	7	7	banister	otherstructure	Objects	Objects					n02788148	bannister.n.02	30	railing	2	occupied	occupied	2
1614	room divider	partition	1	21	1	12	12	wall	wall	Wall	Wall					n03894379	partition.n.01	40	misc	2	occupied	occupied	2
1615	window frames	window frame	1	59	9	13	13	window	window	Window	Window					n04589593	window_frame.n.01	9	window	2	occupied	occupied	2
1616	wall electrics	wall electronics	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1617	other step	step	1		38	7	7		otherstructure	Objects	Objects					n04314914	step.n.04	16	stairs	2	occupied	occupied	2
1618	tabletop objects	object	1		40	7	7		otherprop	Objects	Objects					n00002684	object.n.01	39	objects	2	occupied	occupied	2
1619	foosball game table	foosball game table	1	19	7	10	10	table	table	Table	Table	table	table	table	4379243	n04379243	table.n.02	5	table	2	occupied	occupied	2
1620	wall showcase	wall showcase	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1621	kitchen utencil	kitchen utensil	1	267	40	7	7	utensil	otherprop	Objects	Objects					n03621049	kitchen_utensil.n.01	39	objects	2	occupied	occupied	2
1622	towels in a basket	towels in a basket	1	39	40	7	7	basket	otherprop	Objects	Objects			basket	2801938	n02801938	basket.n.01	39	objects	2	occupied	occupied	2
1623	lamp stand	lamp stand	1	50	39	6	6	stand	otherfurniture	Furniture	Furniture							40	misc	2	occupied	occupied	2
1624	toy giraffe	toy giraffe	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1625	big door frame	door frame	1	28	8	12	12	door	door	Wall	Wall	door				n03221720	door.n.01	4	door	2	occupied	occupied	2
1626	unknown / probably shrubbery	unknown/probably shrubbery	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1627	wooden wall paneling	paneling	1	21	1	12	12	wall	wall	Wall	Wall					n03882611	paneling.n.01	1	wall	2	occupied	occupied	2
1628	bedstead	bedstead	1	157	4	1	1	bed	bed	Bed	Bed					n02822579	bedstead.n.01	11	bed	2	occupied	bed	4
1629	fire dish	fire dish	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1630	tray with tea cups	tray	1	179	40	7	7	tray	otherprop	Objects	Objects					n04476259	tray.n.01	39	objects	2	occupied	occupied	2
1631	television table	tv stand	1	291	39	6	6	tv stand	otherfurniture	Furniture	Furniture	tv_stand				n03290653	entertainment_center.n.01	36	furniture	2	occupied	occupied	2
1632	tissues	tissue	1	648	40	7	7	tissue	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1633	sitting area	sitting area	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1634	wall vent	vent	1	25	38	7	7	air vent	otherstructure	Objects	Objects					n04526241	vent.n.01	40	misc	2	occupied	occupied	2
1635	utensils	utensil	1	267	40	7	7	utensil	otherprop	Objects	Objects					n04516672	utensil.n.01	39	objects	2	occupied	occupied	2
1636	pip	pip	1	286	40	7	7	fruit	otherprop	Objects	Objects					n11685091	pip.n.03	39	objects	2	occupied	occupied	2
1637	fireplace wall	fireplace wall	1	21	1	12	12	wall	wall	Wall	Wall							40	misc	2	occupied	occupied	2
1638	stonework	stonework	1		40	7	7		otherprop	Objects	Objects					n04326799	stonework.n.01	40	misc	2	occupied	occupied	2
1639	bottom of stairs	bottom of stairs	1	215	38	7	7	stairs	otherstructure	Objects	Objects	stairs						40	misc	2	occupied	occupied	2
1640	star	star	1		40	7	7		otherprop	Objects	Objects					n09444783	star.n.03	39	objects	2	occupied	occupied	2
1641	art / deer statue	statue	1	294	40	7	7	sculpture	otherprop	Objects	Objects					n04306847	statue.n.01	39	objects	2	occupied	occupied	2
1642	unknown objects	object	1		40	7	7		otherprop	Objects	Objects					n00002684	object.n.01	39	objects	2	occupied	occupied	2
1643	wall side	wall	1	21	1	12	12	wall	wall	Wall	Wall					n04546855	wall.n.01	1	wall	2	occupied	occupied	2
1644	shower glass /shifted	shower glass /shifted	1	612	38	7	7	glass	otherstructure	Objects	Objects							40	misc	2	occupied	occupied	2
1645	toilet stall partition	partition	1	21	1	12	12	wall	wall	Wall	Wall					n03894379	partition.n.01	40	misc	2	occupied	occupied	2
1646	ceiling design		1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1647	conference table	conference table	1	19	7	10	10	table	table	Table	Table	table	table	table	4379243	n03090000	conference_table.n.01	5	table	2	occupied	occupied	2
1648	edge	edge	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1649	electrical box	electrical box	1	26	29	7	7	box	box	Objects	Objects					n03034244	circuit_breaker.n.01	39	objects	2	occupied	occupied	2
1650	entrance	entrance	1		40	7	7		otherprop	Objects	Objects					n03290771	entrance.n.01	40	misc	2	occupied	occupied	2
1651	gap	gap	2		40	7	7		otherprop	Objects	Objects					n09249034	col.n.01	39	objects	2	occupied	occupied	2
1652	garage door opener motor	garage door opener motor	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1653	lamp base	lamp	1	144	35	7	7	lamp	lamp	Objects	Objects	lamp		lamp	3636649	n03636649	lamp.n.02	28	lighting	2	occupied	occupied	2
1654	racks	rack	2	50	39	6	6	stand	otherfurniture	Furniture	Furniture					n04038440	rack.n.05	31	shelving	2	occupied	occupied	2
